DEELGEMEENTE;STRAAT;NUMMER;TYPE;LIGGING;MI_STYLE;MI_PRINX;latWGS84;loWGS84;Aangemaakt op
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1369;51.1941098533269;3.18051883299439;30/10/2017
Zeebrugge;SINT-GEORGES-DAY-WANDELING;ZB019;ZD;;Symbol (35, 0, 12);953;51.3305524220223;3.18282677375946;30/10/2017
Zeebrugge;SINT-DONAASSTRAAT;ZB049;F;aan petanquevelden;Symbol (35, 0, 12);1397;51.3337312283734;3.20909510878116;30/10/2017
Christus-Koning;KOLENKAAI;CK023;ZD;op hoek met Ijzerstraat;Symbol (35, 0, 12);886;51.2216961267524;3.22144491144262;30/10/2017
Sint-Andries;ZEEWEG;SAXXX;F;B-T-CH parking Doornstraat;Symbol (35, 0, 12);1406;51.1779811595772;3.14636366473695;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1378;51.1927547129737;3.18082259139059;30/10/2017
Sint-Kruis;GULDEN KAMER;SK090;F;langs verbindingsweg tss Geralaan en Boogschutterslaan-naast ball;;357;51.2182582116755;3.24688911662535;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK047;FL;aan begin van toegangswegel naar kerk;;326;51.2138670607654;3.24976206482875;30/10/2017
Sint-Pieters;STEENKAAI;SP027;A;r.o. nr 32 (aan banken);Symbol (35, 0, 12);438;51.2179285668936;3.20305732790036;30/10/2017
Sint-Michiels;;SM136;F;"Kerkebeekpad, aan petanqueplein aan bejaardentehuis ""Ten Boomgaarde""";;1802;51.1867280098614;3.21395317049031;30/10/2017
Centrum;SINCFALPARK;BR346;F;aan bank;Symbol (35, 0, 12);1099;51.2201011461132;3.22403439171865;30/10/2017
Centrum;SINT-JANSPLEIN;BR025;L;thv nr 9;Symbol (35, 0, 12);505;51.2106478925392;3.22577732331115;30/10/2017
Sint-Jozef;LEON DE FOERESTRAAT;SJ001;F;groenpleintje, aan bank;;275;51.2276176362777;3.2394935005327;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA114;FL;Edgard De Smedtplantsoen aan glasbol;;1929;51.2010303013738;3.20788141011657;30/10/2017
Sint-Pieters;TER POELE;SP080;F;aan bank thv schapenstal;Symbol (35, 0, 12);476;51.2255586286633;3.21205015503552;30/10/2017
Dudzele;GILDENHOFSTRAAT;DU016;F;r.o. nr 35;Symbol (35, 0, 12);794;51.2730555540925;3.22803199468821;30/10/2017
Sint-Kruis;MALEHOEKLAAN;SK002;F;aan bushalte op hoek met Raadsherenlaan;;297;51.215817598119;3.27995917207093;30/10/2017
Sint-Kruis;ALTEBIJSTRAAT;SK089;F;tussen 2 zitbanken thv kapel;Symbol (35, 0, 12);1203;51.2079915485452;3.24144616310209;30/10/2017
Sint-Andries;5030;SA121;Fa;aan bushalte thv kerk;;178;51.1969989133463;3.17959684140477;30/10/2017
Centrum;'T ZAND;BR237;L;thv nr 16 (Vespucci);Symbol (35, 0, 12);739;51.205393432558;3.21798647974673;30/10/2017
Assebroek;DAVERLOSTRAAT;AS126;FL;Daverlopark - tussen basketterrein en skatepark;;1655;51.1944096014182;3.24849955772902;30/10/2017
Assebroek;CANADARING;ASXXX;;kinderboerderij;Symbol (35, 0, 12);1300;51.1889342187971;3.24509663382499;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR200;L;thv Boeveriestraat;Symbol (35, 0, 12);704;51.2004505411736;3.21545033837632;30/10/2017
Brugge centrum;STATIONSPLEIN;BR243;S;aan bushalte - perron 5 (middenperron);;1893;51.198253691758;3.21811413258677;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA091;F;parking Sint-Lodewijkscollege;Symbol (35, 0, 12);1233;51.2008138618409;3.20840429297973;30/10/2017
Zeebrugge;LONDENSTRAAT;ZB038;ZD;aan luifel in duinen 'De Fonteintjes';Symbol (35, 0, 12);916;51.3272035834635;3.17625168429348;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;214;51.1939074866165;3.18148487148581;30/10/2017
Centrum;MARIASTRAAT;BR097;L;aan Mariabrug;Symbol (35, 0, 12);566;51.2039149310381;3.22446030035118;30/10/2017
Dudzele;STOKERIJ;DU014;F;aan parking De Polder;Symbol (35, 0, 12);1052;51.2736106843699;3.22924142038946;30/10/2017
Sint-Andries;ALBERT DYSERYNCKPARK;SA136;F;aan bank thv nr 6;Symbol (35, 0, 12);1420;51.1960326101053;3.20206593604723;30/10/2017
Sint-Kruis;ZUIDERVAARTJE;SK111;F;sportpark Rust Roest-aan kleedkamers naast voetbalterrein;Symbol (35, 0, 12);1446;51.2205241656151;3.2381372569494;30/10/2017
Brugge;VLAMINGSTRAAT;BR202;L;links naast bushalte op hoek met Academiestraat;;1838;51.2110587258073;3.22417347307294;30/10/2017
Zeebrugge;BARON DE MAERELAAN;ZB001;F;op hoek met Mercatorstraat;Symbol (35, 0, 12);941;51.3283994470264;3.18422632876028;30/10/2017
Zeebrugge;KUSTLAAN;ZB142;F;aan bank tussen Zweedse Kaai en Rederskaai;;1925;51.3351869831145;3.20999817557044;30/10/2017
Lissewege;SCHARPHOUTSTRAAT;LI007;F;aan skatepark;Symbol (35, 0, 12);1073;51.2977698484551;3.18725676038873;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;265;51.191321674073;3.18202460315223;30/10/2017
;;;;;;1770;51.3206996421898;3.18554490139163;30/10/2017
Centrum;SINT-JANSPLEIN;BR360;L;r.o. Cordouaniersstraat;Symbol (35, 0, 12);838;51.2103908315559;3.22627806839877;30/10/2017
Sint-Jozef;LANDJUWELENSTRAAT;SJ003;F;aan WOK (naast Gandhiplein);;277;51.2299155568598;3.23571782703524;30/10/2017
Sint-Pieters;598;SP098;F;aan speelplein;;1575;51.2268216858991;3.19205538575556;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;191;51.1935847070801;3.17762188631538;30/10/2017
Sint-Andries;OORLOGSVRIJWILLIGERSLAAN;SA071;FL;naast bushalte en openbaar toilet;;150;51.1844110937677;3.17934952591202;30/10/2017
Sint-Michiels;KERKEBEEKPAD;SM096;F;tussen Stokveldelaan en Rietlaan;Symbol (35, 0, 12);1280;51.1719695157929;3.21501260150936;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1382;51.1925841530719;3.18022570061473;30/10/2017
Sint-Andries;DIKSMUIDSE HEERWEG;SA111;F;thv uitgang van bosje tussen Diksmuidse Heerweg en Fort Zevenbergen;Symbol (35, 0, 12);1128;51.1899332612432;3.19000822200243;30/10/2017
Lissewege;4037;LI017;F;aan bank naast speelplein;;1552;51.2934838509389;3.1962626289479;30/10/2017
Centrum;'T PAND;BR246;L;op plein r.o. nr 16 (pleintje van poortgat oude gevangenis);Symbol (35, 0, 12);748;51.2062917695444;3.22937989261467;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP070;FL;aan bushalte thv Stock Vermeersch;Symbol (35, 0, 12);472;51.246605078348;3.1960583766798;30/10/2017
Centrum;STEENHOUWERSDIJK;BR426;F;thv nr 4;Symbol (35, 0, 12);872;51.2085060573855;3.22887014340658;30/10/2017
Centrum;KONINGIN ASTRIDPARK;BR066;L;aan splitsin thv standbeeld Kon.Astrid;Symbol (35, 0, 12);540;51.2066618206158;3.23038180956407;30/10/2017
Sint-Pieters;PALINGSTRAAT;SP096;F;Zitplaats 5, aan de splitsing van de spoorwegbedding;Symbol (35, 0, 12);1531;51.2334300340293;3.20524856261547;30/10/2017
Zeebrugge;BRUSSELSTRAAT;ZB040;ZD;op hoek met A. de Gerlachestraat naast telefooncellen;Symbol (35, 0, 12);932;51.3291289050186;3.18219716245136;30/10/2017
Centrum;DR. SEBRECHTSPARK;BR337;L;aan banken bij speelplein;Symbol (35, 0, 12);1032;51.2095855203362;3.21720600979215;30/10/2017
Centrum;ZILVERSTRAAT;BR254;L;op plein aan toegang Zilverpand;Symbol (35, 0, 12);752;51.2065466423072;3.22050571418945;30/10/2017
Centrum;GULDEN-VLIESLAAN;BR143;F;aan bushalte thv nr 32;Symbol (35, 0, 12);659;51.2121089506319;3.21465295102515;30/10/2017
Centrum;MARKT;BR339;L;naast lantaarnpaal thv frituur, kant Wollestraat;Symbol (35, 0, 12);1022;51.2084457913632;3.22478890732385;30/10/2017
Assebroek;HERV? STALPAERTSTRAAT;AS123;F;aan zijkant van nr. 26;;1618;51.1994761352183;3.24597639408903;30/10/2017
Zeebrugge;ZEEDIJK;ZB027;ZD;thv nr 19;Symbol (35, 0, 12);924;51.3291342205373;3.17925788629362;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;237;51.1926941978603;3.18091265734543;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;208;51.1940045441402;3.17995714987622;30/10/2017
Centrum;MINNEWATERPARK;BR463;L;aan bank tussen stenen brugje en kasteel;Symbol (35, 0, 12);1438;51.199031162596;3.22489791820041;30/10/2017
Centrum;KAZERNEVEST;BR264;L;aan boom nabij Kruispoort;Symbol (35, 0, 12);764;51.2119755343443;3.24033884799223;30/10/2017
Centrum;KRUISVEST;BR328;L;aan bank, thv Carmersstraat;Symbol (35, 0, 12);1004;51.21628467026;3.2377270309375;30/10/2017
Centrum;PAPEGAAISTRAAT;BR364;F;aan bank tegenaan Peterseliestraat;Symbol (35, 0, 12);1495;51.2175563407822;3.23486561606704;30/10/2017
Sint-Pieters;TEMPELHOF;SP017;F;sportcomplex, naast bank aan begin parking;Symbol (35, 0, 12);428;51.227141349703;3.2043441944773;30/10/2017
Assebroek;DAVERLOSTRAAT;AS016;F;aan bushalte thv Koninklijk Atheneum;;11;51.1962387763423;3.24427525831654;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;266;51.1916035967501;3.18205616595036;30/10/2017
Dudzele;AMAAT VYNCKESTRAAT;DU006;F;sportterrein, aan speelplein;Symbol (35, 0, 12);786;51.2756934463058;3.2292791690289;30/10/2017
Snt-Pieters;BINNENWEG;SJ026;L;aan skatepark entrepot;;1597;51.2246084219421;3.2258944224003;30/10/2017
Christus-Koning;BEVRIJDINGSLAAN;CK019;F;tussen bloedput en buffelbrug;Symbol (35, 0, 12);1167;51.2105928898474;3.21225140609666;30/10/2017
Sint-Michiels;TER BEKE;SM025;F;aan glasbol;Symbol (35, 0, 12);372;51.1853676488113;3.21339995347915;30/10/2017
Centrum;SINT-ANNAREI;BR155;L;tussen Carmersbrug en Strooibrug;Symbol (35, 0, 12);668;51.2129137987406;3.22941745648144;30/10/2017
Sint-Pieters;552;SP003;F;aan bushalte r.o. nr. 51;;1570;51.2220526781674;3.21027642077473;30/10/2017
Centrum;SINT-ANNAPLEIN;BR209;F;op hoek met Jeruzalemstraat;Symbol (35, 0, 12);712;51.2123292489488;3.23273986162342;30/10/2017
Sint-Pieters;TEMPELHOF;SP018;F;sportcomplex, aan speelplein;Symbol (35, 0, 12);1125;51.2272935015708;3.20379039958936;30/10/2017
Christus-Koning;WERFPLEIN;CK031;F;r.o. nr 30;Symbol (35, 0, 12);1065;51.2186943821762;3.21866592155667;30/10/2017
Centrum;HALLETOREN;BR451;F;trappen op, overloop 1e verdieping;Symbol (35, 0, 12);1088;51.2081736500768;3.22468857722054;30/10/2017
Assebroek;ASTRIDLAAN;AS071;F;aan bushalte op hoek Sparrenstraat;;57;51.1925460530688;3.27127328114064;30/10/2017
Centrum;BURG;BR027;L;"voor ""Ter Steeghere"" (nr 15)";Symbol (35, 0, 12);507;51.2083892200398;3.22648942176911;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1376;51.1928037035998;3.1810850743131;30/10/2017
Sint-Pieters;DUIVENSLAGSTRAAT;SP073;F;aan petanqueplein op einde straat;Symbol (35, 0, 12);473;51.2347741033158;3.20499352105766;30/10/2017
Sint-Andries;STATIONSLAAN;SA033;F;aan bushalte r.o. nr. 32;;1798;51.2012005472767;3.21236250475665;30/10/2017
Centrum;KATELIJNEVEST;BR150;L;r.o. nr 16;Symbol (35, 0, 12);1091;51.1989596619395;3.22745245857793;30/10/2017
Sint-Jozef;ROZENPAD;SJ012;F;aan gras- en basketbalterrein;;284;51.2311802583473;3.23395852993605;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;261;51.1901036083482;3.18097673010196;30/10/2017
Sint-Michiels;GALBERTUSLAAN;SM050;F;aanbushalte;Symbol (35, 0, 12);385;51.1749958028433;3.21613061417552;30/10/2017
Christus-Koning;3036;KO026;F;op midden van speelplein;;1551;51.2286664140495;3.24339232552131;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK022;F;aan bushalte thv hoek met Schaakstraat;;308;51.2138394848511;3.25089007046661;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA099;F;aan bushalte thv nr 231;;167;51.2005845004549;3.1972484832397;30/10/2017
Christus-Koning;GULDEN-VLIESLAAN;CK048;L;r.o. nr. 28 aan bushalte;Symbol (35, 0, 12);884;51.2116209717705;3.21404879094096;30/10/2017
Centrum;BUITEN BOEVERIEVEST;BR205;L;aan fietsrekken;Symbol (35, 0, 12);708;51.2019482457663;3.21324220831192;30/10/2017
brugge;KONING ALBERT I-LAAN;BR472;F;Koning Albertpark vlak achter concertgebouw;;1606;51.2032729667992;3.2185550213043;30/10/2017
Christus-Koning;GULDEN-VLIESLAAN;CK015;L;r.o. nr 60;Symbol (35, 0, 12);881;51.2139346348089;3.21505984282112;30/10/2017
Sint-Andries;LEGEWEG;SA137;F;aan bushalte thv bezoekersparking gevangenis;;189;51.2061308388273;3.19060265329583;30/10/2017
Koolkerke;VAARTBEKEWEG;KO011;F;aan trapveld;Symbol (35, 0, 12);1270;51.2314430216305;3.24570975538572;30/10/2017
Koolkerke;GEMENE-WEIDESTRAAT;KO022;F;aan prieeltje naast basketbalterrein;;96;51.2313610814672;3.24745598372408;30/10/2017
Brugge; 'T ZAND;MA001;MA;aan vernieuwd bruggehoofd van capucinerei;;1916;51.2041164074839;3.21924331497938;30/10/2017
Centrum;BURG;BR040;L;op een vd hoeken vh standbeeld der geliefden;Symbol (35, 0, 12);517;51.2090674502791;3.22652078747774;30/10/2017
Centrum;ELISABETH ZORGHESTRAAT;BR161;F;naast ingang parking;Symbol (35, 0, 12);673;51.2141462189734;3.23043906949334;30/10/2017
Sint-Jozef;JAN LERNOUTSTRAAT;SJ043;F;aan zitbanken op einde Jan Lernoutstrat;Symbol (35, 0, 12);1308;51.230386494329;3.23795725679215;30/10/2017
Christus-Koning;SCHEEPSDALELAAN;CK047;F;aan bushalte r.o. nr. 2;;1790;51.2158666421498;3.21466420240733;30/10/2017
Assebroek;GASTON ROELANDTSPLEIN;AS144;F;in hoek aan B-post;;1817;51.2013547850957;3.24651907006797;30/10/2017
Centrum;KRUISVEST;BR327;L;aan bank, thv Rolweg;Symbol (35, 0, 12);828;51.2151964181555;3.23820177721006;30/10/2017
Assebroek;SINT-KATARINASTRAAT;AS068;F;in doorsteek naast kerk naar Jasmijnstraat;Symbol (35, 0, 12);1447;51.1964141194358;3.23617783313773;30/10/2017
Brugge;235;BR275;X;op binnenplein van cultuurcaf? Biekorf;;1576;51.2099389984467;3.22235453484913;30/10/2017
Assebroek;BLEKERIJSTRAAT;AS032;F;aan bruggehoofd op rood fietspad r.o. Kruisboogstraat;Symbol (35, 0, 12);1402;51.2031526319598;3.24209984036451;30/10/2017
Christus-Koning;WERFPLEIN;CK029;F;r.o. nr 8;Symbol (35, 0, 12);1064;51.2186112392689;3.21821956779609;30/10/2017
Dudzele;DUDZEELSE STEENWEG;DU013;F;aan bushalte r.o. Landslag;Symbol (35, 0, 12);791;51.2681627947461;3.22296839793408;30/10/2017
Zeebrugge;VEERBOOTSTRAAT;ZB126;X;5de straat links t.h.v. nr 37 (aan zitbank);;1613;51.325451856126;3.18991377915163;30/10/2017
Centrum;STATIONSPLEIN;BR445;L;onder brug tussen Stationsplein en Huis van de Bruggeling;Symbol (35, 0, 12);1274;51.197507669307;3.21932563552318;30/10/2017
Sint-Kruis;;SK098;F;in Veltembos;;363;51.2063640065395;3.25977650395433;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA017;F;aan vijver;Symbol (35, 0, 12);1220;51.2051071280736;3.18152092506253;30/10/2017
Centrum;BILKSKE;BR446;L;thv nr 68;Symbol (35, 0, 12);1003;51.2078477709026;3.23852371043655;30/10/2017
Centrum;DIJVER;BR082;L;r.o. nr10;Symbol (35, 0, 12);554;51.2061953748679;3.22587530851426;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1365;51.1939107005639;3.17995953989069;30/10/2017
Centrum;BURG;BR419;L;v??r Park Hotel;Symbol (35, 0, 12);867;51.2090497833687;3.22697137481367;30/10/2017
Zeebrugge;ZEEDIJK;ZB134;ZD;r.o. fietsrekken;Symbol (35, 0, 12);907;51.3275595436205;3.17293544539783;30/10/2017
Brugge;;BR203;La;"aan bushalte voor ""Historium""";Symbol (35, 0, 12);1020;51.2091643767861;3.22479896485205;30/10/2017
Assebroek;BUITEN BONINVEST;AS057;F;aan bushalte tegenaan G. Lemanlaan;;44;51.2037307251272;3.23686358660616;30/10/2017
;;;;;;1573;51.2299585283968;3.20638825905883;30/10/2017
Centrum;BARGEWEG;BR442;L;op plein naast openbaar toilet;Symbol (35, 0, 12);984;51.1981925845259;3.22602146402789;30/10/2017
Centrum;SINT-MAARTENSBILK;BR226;L;thv nr 8;Symbol (35, 0, 12);728;51.2043806447422;3.21454338433719;30/10/2017
Assebroek;VOSSENSTEERT;AS121;F;aan bushalte op hoek met Vossenslag;;1595;51.2022005187186;3.25584588810997;30/10/2017
Sint-Michiels;SINT-ARNOLDUSLAAN;SM102;F;langs pad t.h.v. jeugdhuis Thope;;1628;51.1818208201139;3.22026640847583;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;202;51.1937398966795;3.17933866859703;30/10/2017
Centrum;VISMARKT;BR283;L;r.o. bootjesverhuur;Symbol (35, 0, 12);798;51.2076569021001;3.22841860398401;30/10/2017
Sint-Kruis;VELTEMWEG;SK095;FL;r.o. toegangsweg Interbad;;361;51.2084277806357;3.25713749463584;30/10/2017
Sint-Michiels;TITECASTRAAT;SM098;F;aan bushalte r.o. nr 43;Symbol (35, 0, 12);403;51.1932687017211;3.20347396685459;30/10/2017
Sint-Kruis;GERALAAN;SK118;FL;fietspad naar Zuidervaartje aan picknicktafels tegen Zuidervaartje;Symbol (35, 0, 12);1454;51.2222809812315;3.24781848042956;30/10/2017
Sint-Pieters;SINT-PAULUSSTRAAT;SP022;FL;aan kerk;Symbol (35, 0, 12);432;51.2241319186579;3.20553215498138;30/10/2017
Sint-Jozef;KOOLKERKSE STEENWEG;SJ021;F;op hoek met Cornelis Everaartstraat;;291;51.2278597230973;3.23802589464728;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1326;51.1931752182406;3.1818446909526;30/10/2017
;;;;;;1772;51.3207146087677;3.18561292186071;30/10/2017
Sint-Pieters;TER POELE;SP056;F;aan bank op zijkant tennisvelden;Symbol (35, 0, 12);457;51.2253312959485;3.21380906361042;30/10/2017
Sint-Andries;OORLOGSVRIJWILLIGERSLAAN;SA158;F;aan hanghoek naast trapveld;;1706;51.1850095456213;3.17623033548647;30/10/2017
Sint-Pieters;;SP121;F;Park Ter Poele - aan trap prieeltje;;1885;51.2270445797164;3.20979750025319;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA004;F;aan bushalte thv nr2;;111;51.2002292605909;3.20469466487567;30/10/2017
Sint-Andries;LANGE MOLENSTRAAT;SA081;FL;r.o. nr. 96;;158;51.1903262878718;3.17753905180738;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1342;51.1904652880498;3.17856824659086;30/10/2017
Zeebrugge;VISMIJNSTRAAT;ZB155;ZD;thv ... zonder nummer;Symbol (35, 0, 12);598;51.3329514022769;3.20468419476079;30/10/2017
Assebroek;RYCKEVELDE;AS056;F;naast wit bord 'domein Ryckevelde' aan parking bos;Symbol (35, 0, 12);1462;51.1974393334756;3.29501408975135;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA012;F;langs inrijdreef van kasteel;Symbol (35, 0, 12);1130;51.2014527631717;3.18158990856378;30/10/2017
Sint-Pieters;;SP107;F;park Ter Poele, aan bank langs pad achter prieel;;1682;51.2276720035026;3.20988366400582;30/10/2017
Centrum;DIJVER;BR083;L;r.o. nr 14;Symbol (35, 0, 12);555;51.2058421683191;3.22530101072711;30/10/2017
Centrum;HAUWERSTRAAT;BR223;L;r.o. uitrit garagen van nr. 3;Symbol (35, 0, 12);726;51.2041231094541;3.21582260135866;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP103;F;aan bushalte t.h.v. nr. 48;;1642;51.2214995070391;3.20787657239938;30/10/2017
Lissewege;PLUVIERSTRAAT;LI006;F;aan speelplein;Symbol (35, 0, 12);1070;51.2938918941603;3.18987802881734;30/10/2017
Centrum;WALPLEIN;BR432;L;aan parkeerautomaat;Symbol (35, 0, 12);994;51.2028104971706;3.22421131275736;30/10/2017
Centrum;OOSTMEERS;BR359;L;op hoek met Eiland;Symbol (35, 0, 12);837;51.2005029507533;3.22071711826592;30/10/2017
Sint-Andries;FORT ZEVENBERGEN;SA168;F;Op speelplein t.h.v. nr. 2;;1754;51.1920071223275;3.19461087696681;30/10/2017
Sint-Andries;TORHOUTSE STEENWEG;SA089;F;op grasplein, achterzijde St-Baafskerk;Symbol (35, 0, 12);1141;51.2016457230983;3.2051998074695;30/10/2017
Sint-Pieters;KRAKELEWEG;SP088;F;in begin (na 50m) van fietspad dat loopt naar rondpunt Vaartstraat;Symbol (35, 0, 12);1466;51.2232387644438;3.22003394627447;30/10/2017
Assebroek;TRAGELWEG;AS091;F;t.h.v. randparking Steenbrugge;Symbol (35, 0, 12);1486;51.1808946911592;3.23327787044948;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;200;51.1934924806979;3.17939661256344;30/10/2017
Christus-Koning;HOUTKAAI;CK024;FL;op hoek met Karel de Stoutelaan;;1867;51.2172559713091;3.20471822916739;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA036;F;aan ingang Magdalenazaal;;126;51.201163479172;3.20872209502676;30/10/2017
Centrum;;BR104;L;Baron Ruzettepark, aan BBQ-plaats kant Warandebrug;Symbol (35, 0, 12);573;51.2219478364945;3.22621797247592;30/10/2017
Centrum;WOLLESTRAAT;BR422;L;aan bushalte r.o. nr 17;Symbol (35, 0, 12);868;51.2079733814543;3.22542958266256;30/10/2017
Christus-Koning;FILIPS DE GOEDELAAN;CK012;L;r.o. nr 10;Symbol (35, 0, 12);1059;51.2134985975175;3.21407797022864;30/10/2017
Zeebrugge;SINT-DONAASSTRAAT;ZB127;F;aan zitbanken speelplein;Symbol (35, 0, 12);1401;51.3347984140159;3.21051143077094;30/10/2017
Sint-Michiels;;SM089;F;Kerkebeekpad, aan speelplein op hoek met Dorpsstraat;Symbol (35, 0, 12);1160;51.1872029918054;3.21372518329069;30/10/2017
Lissewege;ZEEBRUGGELAAN;LI002;F;"aan school ""Lisblomme""";Symbol (35, 0, 12);897;51.2934759403535;3.19198263366008;30/10/2017
Sint-Andries;DOORNSTRAAT;SA082;F;aan bushalte op hoek met Lange Molenstraat;;159;51.1888567208763;3.17833264032572;30/10/2017
Assebroek;GASTON ROELANDTSPLEIN;AS042;F;aan standbeeld der gesneuvelden;;31;51.2011258331349;3.2467343897865;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA046;F;op hoek met Olympialaan (thv nr505);;134;51.1965727559837;3.17813031414219;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;225;51.1942349264569;3.18154847367523;30/10/2017
Centrum;BARGEWEG;BR153;L;tussen aanplakzuil en Katelijnebrug;Symbol (35, 0, 12);666;51.1977477299128;3.22759645034336;30/10/2017
Centrum;EZELSTRAAT;BR448;L;aan bushalte r.o. J. Boninstraat;Symbol (35, 0, 12);876;51.2127809061294;3.21879876329974;30/10/2017
Zeebrugge;GRAAF JANSDIJK;ZB106;ZD;mobilhomeparking, naast voetpad t.h.v. paal KW175A06;;1615;51.3338525704273;3.19963926153298;30/10/2017
Sint-Andries;ABDIJBEKESTRAAT;SA115;F;r.o. nr 75;;173;51.1971522528644;3.20384734288026;30/10/2017
Centrum;BARGEWEG;BR441;L;op plein naast openbaar toilet;Symbol (35, 0, 12);983;51.1981772373994;3.22575254573229;30/10/2017
Sint-Kruis;RYCKEVELDE;SK014;F;naast hertenweide aan banken;Symbol (35, 0, 12);1122;51.1967110830611;3.29649159401184;30/10/2017
Centrum;BALSEMBOOMSTRAAT;BR258;F;boven garages;Symbol (35, 0, 12);756;51.2092979946505;3.23942579488984;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;270;51.1912794180336;3.18301048625097;30/10/2017
Christus-Koning;FILIPS DE GOEDELAAN;CK007;L;r.o. nr 23 (Nationale Bank);Symbol (35, 0, 12);1060;51.2146112256871;3.2146851590948;30/10/2017
Sint-Michiels;KERKEBEEKPAK;SM027;F;Op de kruising tussen Kerkebeekpad en padje tussen Kortebrugge nr.9 en 11;Symbol (35, 0, 12);1535;51.175601141162;3.21202107837565;30/10/2017
Centrum;SIMON STEVINPLEIN;BR281;L;r.o. nr 2 (aan pomp);Symbol (35, 0, 12);1018;51.2066670787073;3.22282181592861;30/10/2017
Assebroek;EGIED STRUBBESTRAAT;AS082;F;"op pleintje ""De Kaproenen"" (r.o. G. Roelandtsplein)";;68;51.2002266269495;3.24625244588404;30/10/2017
Centrum;STATIONSPLEIN;BR305;L;aan verlichtingspaal tussen roltrap en ingang carrefour;Symbol (35, 0, 12);812;51.1974970422822;3.21870683003452;30/10/2017
Sint-Pieters;OOSTENDSE STEENWEG;SP037;F;in wegel r.o. Ruddershove;Symbol (35, 0, 12);1183;51.2260526297454;3.19876634300946;30/10/2017
Assebroek;NIJVERHEIDSSTRAAT;AS086;F;aan bushalte r.o. Bloso sportcentrum;;72;51.2068163402202;3.24033815220433;30/10/2017
